ID,SMILES,ST Gap,HL Gap
10650,O=C1C=C(c2ccc(-n3cnc4cc5nc[nH]c5cc43)cc2)C(=O)C(c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)=C1,0.0218,1.864253014
10651,Cc1ccc(-c2cnc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)cc3)c3cc[nH]c23)cc1,0.9261,3.889053288
10652,c1ccc2c(c1)c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7cnccc7c6)cc5)c5ncoc45)cc3)cc1c1nccnc21,0.8326,3.743472298
10653,Cn1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7o6)cc5)c5nn[nH]c45)cc3)cccc21,0.7833,3.479793832
10654,Cc1cccc2c1[nH]c1ccc(-c3ccc(-c4cc(C#N)c(C#N)cc4-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)cc3)cc12,0.4113,3.32659365
10655,CC1(C)c2ccccc2N(c2ccc(-c3cc(-c4ccc(-c5ccc6c7ccccc7c7[nH]cnc7c6c5)cc4)c(C#N)cc3C#N)cc2)c2ccccc21,0.0031,2.638417344
10656,c1ccc2c(-c3ccc(-n4ccc5nc6ccoc6nc54)cc3)c(-c3ccc(-c4ccnc5c4ccc4cccnc45)cc3)ccc2c1,1.0238,4.10483969
10657,O=c1c2ccccc2n(-c2ccc(-c3ccc4ccccc4c3-c3ccc(-c4ccc5c(c4)oc4ncccc45)cc3)cc2)c2ccccc12,0.8914,3.849868872
10658,CN(C)c1ccc2cc(-c3ccc(-c4c(-c5ccc(N6c7ccccc7Sc7ccccc76)cc5)ccc5ccccc45)cc3)ccc2c1,0.933,3.811772912
10659,CC1C=C(c2ccc(-c3cnc4ncc(-c5ccc(-n6cnnc6)cc5)cc4c3)cc2)c2ccccc21,0.7148,3.64768817
10660,CC1(C)c2ccccc2N(c2ccc(-c3cnc4ncc(-c5ccc(-c6nc7cc8ocnc8cc7o6)cc5)cc4c3)cc2)c2ccccc21,0.0019,2.720595772
10661,c1cnn(-c2ccc(-c3cnc4cncc(-c5ccc(-n6ccc7cc8ccoc8cc76)cc5)c4c3)cc2)c1,0.3018,3.162236794
10662,O=c1[nH]ccn1-c1ccc(-c2cncc3ncc(-c4ccc(-c5cccc6c5[SiH2:2]c5cccnc5[SiH2]6)cc4)cc23)cc1,0.6239,3.585646178
10663,c1ccc2c(c1)CCc1ccccc1N2c1ccc(-c2cnc3cc(-c4ccc(-n5cnc6ccccc65)cc4)cnc3c2)cc1,0.5728,3.35244448
10664,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccnnc4)cc3)c3nccnc23)cc1,0.3505,2.999784736
10665,O=c1cc[nH]c2c(-c3ccc(-c4ccc(-c5ccc(-c6cccc7c6[SiH2:2]c6cccnc6[SiH2]7)cc5)c5nccnc45)cc3)cccc12,0.6396,3.344825288
10666,Cc1ccc(-c2nc3nccnc3nc2-c2ccc(-c3ccc4c(=O)c5ccccc5n(C)c4c3)cc2)cc1,0.3901,3.025635566
10667,CN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7cc8c9c(c7)CCCN9CCC8)cc6)cc5)c5ccsc45)cc3)ccc21,0.6087,3.531495492
10668,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(P(c5ccccc5)c5ccccc5)cc4)c4ncsc34)cc2)cc1,0.6308,3.676804368
10669,O=[SH](=O)c1cc(-c2ccc(-c3cccc4ncccc34)cc2)cc(-c2ccc(-n3cccn3)cc2)c1,1.2652,4.383484426
10670,O=[SH](=O)c1cc(-c2ccc(-c3ccc4cnc5ccccc5c4c3)cc2)cc(-c2ccc(-c3ccnc4ncccc34)cc2)c1,1.0365,4.087696508
10671,O=[SH](=O)c1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)cc2)cc(-c2ccc(-c3nc4ccccc4s3)cc2)c1,1.1333,4.067287958
10672,CC1c2ccccc2-c2ccc(-c3ccc(-c4cc(-c5ccc(-n6ccc7cnccc76)cc5)cc(C(F)(F)F)c4)cc3)cc21,1.0055,4.118173276
10673,FC(F)(F)c1cc(-c2ccc(-c3ccnc4c3[SiH2:2]c3cccnc3[SiH2]4)cc2)cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c1,0.542,3.796534528
10674,CN1c2ccccc2N(C)c2cc(-c3ccc(-c4cc(-c5ccc(-c6cnc7c(c6)-c6cccnc6[SiH2:2]7)cc5)cc(C(F)(F)F)c4)cc3)ccc21,0.1905,2.601137726
10675,O=C1NC(=O)c2c(-c3ccc(-n4cnc5cc6nc[nH]c6cc54)cc3)ccc(-c3ccc(-c4c5ccoc5cc5ccoc45)cc3)c21,0.1908,3.063187298
10676,Fc1c(F)c(-c2ccc(-n3ccnc3)cc2)c(F)c(F)c1-c1ccc(Nc2ccccc2)cc1,0.6535,3.739390588
10677,CN1c2ccccc2N(C)c2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(c6)oc6ccccc67)cc5)c(C#N)c(C#N)c4C#N)cc3)ccc21,0.0955,2.09119609
10678,N#Cc1c(-c2ccc(-c3nc4ccccc4o3)cc2)cc(-c2ccc(-c3ccnc4c3[CH2:2]c3cccnc3[SiH2:2]4)cc2)c(C#N)c1C#N,0.6561,3.515984994
10679,N#Cc1cc(C#N)c(-c2ccc(-c3c4ccoc4cc4ccoc34)cc2)c(C#N)c1-c1ccc(-c2ccc3c(c2)Oc2ccccc2O3)cc1,0.2125,2.949443646
10680,N#Cc1cc(C#N)c(-c2ccc(-n3c4ccccc4c4cnccc43)cc2)c(C#N)c1-c1ccc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc1,0.2341,3.212849998
10681,O=c1cc[nH]c2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7cc8ccccc8s7)cc6)cn5)nc4)cc3)cccc12,0.8442,3.648504512
10682,c1nc2nc3ncn(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-n8ccc9nc%10ccoc%10nc98)cc7)cn6)nc5)cc4)c3nc2[nH]1,0.834,3.865923598
10683,O=C1C=CC(=O)c2c(-c3ccc(-c4ccnc5cnncc45)cc3)ccc(-c3ccc(-c4nc5ccccc5o4)cc3)c21,0.2309,2.665900858
10684,O=C1C=CC(=O)c2c(-c3ccc(-n4c5ccccc5c5c6c(ccc54)[nH]c4ccccc46)cc3)ccc(-c3ccc(-c4ccc5c(c4)-c4ncccc4[SiH2:2]5)cc3)c21,0.0118,1.729828698
10685,CN1c2ccccc2Sc2cc(-c3ccc(-c4c5ccoc5c(-c5ccc(-c6ccc(-n7cnc8ccccc87)cc6)cc5)c5ccoc45)cc3)ccc21,0.7437,3.42999697
10686,c1cc(-c2ccc(-c3c4ncoc4c(-c4ccc(-n5ccc6cnccc65)cc4)c4ncoc34)cc2)c2cccnc2c1,0.8331,3.57421739
10687,c1ccc(N(c2ccccc2)c2ccc(-c3c4ncoc4c(-c4ccc(-c5ccc6cnc7ccccc7c6c5)cc4)c4ncoc34)cc2)cc1,0.5529,3.079786252
10688,c1cnc2c(c1)[SiH2:2]c1ccc(-c3ccc(-c4c5ncoc5c(-c5ccc(-n6cnc7cc8nc[nH]c8cc76)cc5)c5ncoc45)cc3)cc1-2,0.7204,3.43543925
10689,c1ccc2c(c1)sc1cc(-c3ccc(-c4c5ncoc5c(-c5ccc(-n6ccc7cnccc76)cc5)c5ncoc45)cc3)ccc12,0.8209,3.530407036
10690,c1cnc2sc3ncc(-c4ccc(-c5coc6nc7occ(-c8ccc(-c9ccnc%10cnncc9%10)cc8)c7nc56)cc4)cc3c2c1,0.5992,3.717893582
10691,CC1(C)c2ccccc2N(c2ccc(-c3coc4nc5occ(-c6ccc(-c7ccc8c(c7)oc7ncccc78)cc6)c5nc34)cc2)c2ccccc21,0.0012,2.802229972
10692,c1cc2c(cn1)-c1cc(-c3ccc(-c4nc5nc6nc(-c7ccc(-c8c9ccoc9cc9ccoc89)cc7)[nH]c6nc5[nH]4)cc3)ccc1[SiH2:2]2,0.7317,3.28441598
10693,c1cnc2c(c1)-c1cc(-c3ccc(-c4nc5nc6nc(-c7ccc(-c8cc9c%10c(c8)CCCN%10CCC9)cc7)oc6cc5o4)cc3)cnc1[SiH2:2]2,0.3087,2.748079286
10694,c1ccc(-c2ccc(-c3ccc(-c4nc5nc6oc(-c7ccc(-c8cnc9c(c8)[SiH2:2]c8cccnc8-9)cc7)nc6nc5o4)cc3)cn2)nc1,0.7955,3.284143866
10695,c1cc(-c2ccc(-c3nc4nc5oc(-c6ccc(-c7cc8nc9ccoc9nc8o7)cc6)nc5nc4o3)cc2)c2cccnc2c1,0.8145,3.132848482
10696,c1ccc2oc(-c3ccc(-c4ccc5c(c4)Cc4cc(-c6ccc(-c7cccc8ncccc78)cc6)ccc4-5)cc3)nc2c1,0.8527,3.74428864
10697,Cn1ccc2c(-c3ccc(-c4ccc5c(c4)Cc4cc(-c6ccc(-c7nc8ccccc8s7)cc6)ccc4-5)cc3)cccc21,0.6758,3.389451984
10698,C[SiH]1c2ccccc2-c2ccc(-c3ccc(-c4ccc5c(c4)oc4cc(-c6ccc(-c7c8ncsc8cc8ncsc78)cc6)ccc45)cc3)cc21,0.7906,3.755717428
10699,CN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)oc4cc(-c6ccc(-c7cccc8c7[SiH2:2]c7cccnc7[SiH2]8)cc6)ccc45)cc3)ccc21,0.559,3.51299174
10700,Cn1c2ccccc2c(=O)c2ccc(-c3ccc(-c4cncc5c4[nH]c4c(-c6ccc(-c7ccnnc7)cc6)cncc45)cc3)cc21,0.72,3.679253394
10701,CN(C)c1ccc2cc(-c3ccc(-c4cncc5c4[nH]c4c(-c6ccc(-c7ccc(-n8cnc9ccccc98)cc7)cc6)cncc45)cc3)ccc2c1,0.7629,3.47217464
10702,Cn1c2ccccc2c2cc3cc(-c4ccc(-c5cnc6oc7ncc(-c8ccc(-n9cnc%10ccccc%109)cc8)cc7c6c5)cc4)ccc3cc21,0.8437,3.350267568
10703,CC1c2cc(-c3ccc(-c4cocn4)cc3)ccc2-c2ccc(-c3ccc(-c4ccnc5c4ccc4cccnc45)cc3)cc21,0.8918,3.833269918
10704,CC1c2cc(-c3ccc(-c4cccc5c4[SiH2:2]c4cccnc4[SiH2]5)cc3)ccc2-c2ccc(-c3ccc(-c4coc5ccccc45)cc3)cc21,0.9532,3.958714472
10705,c1cc2c(c(-c3ccc(-c4cnc5c(c4)[SiH2:2]c4cc(-c6ccc(-c7ccc8cnccc8c7)cc6)cnc4-5)cc3)c1)[SiH2:2]c1cccnc1[SiH2]2,0.9348,3.926877134
10706,c1cnc2c(c1)[CH2:2]c1cc(-c3ccc(-c4cnc5c(c4)[SiH2:2]c4cc(-c6ccc(-c7ccc8c(c7)-c7cnccc7[SiH2:2]8)cc6)cnc4-5)cc3)ccc1[SiH2:2]2,0.8656,3.881434096
10707,O=c1cc[nH]c2c(-c3ccc(-c4cncc5c4[SiH2:2]c4c(-c6ccc(-n7c8ccccc8c8c9ccccc9[nH]c87)cc6)cncc4-5)cc3)cccc12,0.0341,2.928218754
10708,c1ccc(Nc2ccc(-c3cnc4c(c3)-c3cc(-c5ccc(-c6ccc7c(c6)oc6ncccc67)cc5)cnc3[SiH2:2]4)cc2)cc1,0.5172,3.463739106
10709,c1cnc2c(c1)ccc1c(-c3ccc(-c4cncc5c4-c4c(-c6ccc(-c7nc8ccccc8s7)cc6)cncc4[SiH2:2]5)cc3)ccnc12,0.7793,3.801160466
10710,c1ccc2c(c1)Oc1ccc(-c3ccc(-c4cncc5c4-c4c(-c6ccc(-n7cccn7)cc6)cncc4[SiH2:2]5)cc3)cc1O2,0.1989,3.205775034
10711,c1cc2c(c(-c3ccc(-c4cncc5c4-c4c(-c6ccc(-c7c8scnc8cc8ncsc78)cc6)cncc4[SiH2:2]5)cc3)c1)[SiH2:2]c1cccnc1[SiH2]2,0.6619,3.895584024
10712,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cncc3c2-c2c(-c4ccc(-c5ccc(-n6cnc7ccccc76)cc5)cc4)cncc2[SiH2:2]3)cc1,0.301,3.443330556
10713,c1cnc2c(c1)[SiH2:2]c1c(-c3ccc(-c4c5ncsc5c(-c5ccc(-c6cocn6)cc5)c5ncsc45)cc3)ccnc1[SiH2]2,0.9528,3.91572046
10714,O=S(=O)(C1CCC(c2nc3cc4ocnc4cc3o2)CC1)C1CCC(n2nnc3ccccc32)CC1,1.56,5.078463582
10715,CC1c2ccccc2-c2ccc(C3CCC(S(=O)(=O)C4CCC(c5ccc(-c6cc7c8c(c6)CCCN8CCC7)cc5)CC4)CC3)cc21,0.8245,3.8776245
10716,O=S(=O)(C1CCC(c2cc(F)c(F)c(F)c2)CC1)C1CCC(c2ccc3c(c2)Oc2ccccc2O3)CC1,0.9811,4.898868342
10717,Cc1cccc2c3cccc(C)c3n(C3CCC(S(=O)(=O)C4CCC(n5c6ccccc6c6c7c(ccc65)[nH]c5ccccc57)CC4)CC3)c12,0.7078,3.94701357
10718,CC1C=C(C2CCC(c3cncc(C4CCC(c5ccc(-c6ccccn6)nc5)CC4)c3)CC2)c2ccccc21,1.2717,4.434913972
10719,Cn1ccc2c(C3CCC(c4cncc(C5CCC(n6c7ccccc7c7cnccc76)CC5)c4)CC3)cccc21,1.0063,4.442533164
10720,c1ccc2c(c1)Oc1ccccc1N2C1CCC(c2cnncc2C2CCC(n3cnc4cc5nc[nH]c5cc43)CC2)CC1,0.3215,3.596802852
10721,CN1c2ccccc2Sc2cc(C3CCC(c4cnncc4C4CCC(c5cc(F)c(F)c(F)c5)CC4)CC3)ccc21,0.7727,3.998443116
10722,c1cc2c(c(C3CCC(c4ncnc(C5CCC(c6cccc7ncccc67)CC5)n4)CC3)c1)[SiH2:2]c1cccnc1[SiH2]2,1.5181,4.736416284
10723,CN1c2ccccc2Oc2cc(C3CCC(c4ncnc(C5CCC(c6ccc7c(c6)Sc6ccccc6N7C)CC5)n4)CC3)ccc21,0.2685,3.531767606
10724,O=S1(=O)c2ccccc2-c2ccc(C3CCC(c4ncnc(C5CCC(c6ccc7c(c6)[CH2:2]c6ncccc6[SiH2:2]7)CC5)n4)CC3)cc21,1.2444,4.682537712
10725,Cn1c(C2CCC(c3cccs3)CC2)nnc1C1CCC(n2ccc3cnccc32)CC1,1.5333,5.295610554
10726,Cn1c(C2CCC(c3ccnc4ncccc34)CC2)nnc1C1CCC(N2c3ccccc3Sc3ccccc32)CC1,0.202,3.35516562
10727,Cn1ccc2c(C3CCC(C4=CC(=O)C=C(C5CCC(c6ccc7c(c6)C(C)(C)c6ccccc6-7)CC5)C4=O)CC3)cccc21,0.0029,2.002214812
10728,CC1(C)c2ccccc2N(C2CCC(c3cnc(C4CCC(N(c5ccccc5)c5ccccc5)CC4)c4cc[nH]c34)CC2)c2ccccc21,0.8844,4.447975444
10729,c1ccc2c(c1)c1ccc(C3CCC(c4cnc(C5CCC(c6ccc7c(c6)[SiH2]c6cnccc6[SiH2:2]7)CC5)c5cc[nH]c45)CC3)cc1c1nccnc21,0.7057,3.83136512
10730,CN(C)c1cccc2c(C3CCC(c4ccc(C5CCC(n6ccc7cnccc76)CC5)c5ncoc45)CC3)cccc12,1.29,4.389743048
10731,CN1c2ccccc2Sc2cc(C3CCC(c4ccc(C5CCC(c6cccc7c6ccn7C)CC5)c5ncoc45)CC3)ccc21,0.6684,4.392192074
10732,c1ccc(NC2CCC(c3ccc(C4CCC(c5ccc(-c6ccccn6)nc5)CC4)c4[nH]nnc34)CC2)cc1,0.3424,3.61095278
10733,CC1C=C(C2CCC(c3ccc(C4CCC(c5ccnc6c5[SiH2:2]c5cccnc5[SiH2]6)CC4)c4[nH]nnc34)CC2)c2ccccc21,1.0864,4.299945428
10734,c1ccc2c(c1)c1ccc(C3CCC(c4ccc(C5CCC(n6c7ccccc7c7ccncc76)CC5)c5nn[nH]c45)CC3)cc1c1nccnc21,0.623,3.631633444
10735,N#Cc1cc(C2CCC(c3cnc4c(c3)-c3cccnc3[SiH2:2]4)CC2)c(C2CCC(c3ccc4cnc5ccccc5c4c3)CC2)cc1C#N,1.0907,4.174772988
10736,c1ccc2c(c1)ncn2C1CCC(c2cnc3ncc(C4CCC(n5c6ccccc6c6ccncc65)CC4)cc3c2)CC1,2.6986,2.41501175
10737,c1ccc2c(c1)Oc1ccc(C3CCC(c4cnc5ncc(C6CCC(n7cnc8nc9nc[nH]c9cc87)CC6)cc5c4)CC3)cc1O2,0.3003,3.483603428
10738,c1cnc2c(c1)[SiH2:2]c1ccc(C3CCC(c4cncc5ncc(C6CCC(c7cccc8ncccc78)CC6)cc45)CC3)cc1-2,1.1315,4.517908742
10739,c1cc2c(cn1)[SiH2]c1cc(C3CCC(c4cncc5ncc(C6CCC(n7ccc8nc9ccoc9nc87)CC6)cc45)CC3)ccc1[SiH2:2]2,1.0499,4.274366712
10740,c1cnc2c(c1)[CH2:2]c1cc(C3CCC(c4cnc5cncc(C6CCC(c7c8ccoc8cc8ccoc78)CC6)c5c4)CC3)ccc1[SiH2:2]2,0.8452,3.935856896
10741,c1cnc2c(c1)[CH2:2]c1cc(C3CCC(c4cnc5cc(C6CCC(c7ccc8c(c7)[nH]c7ncccc78)CC6)cnc5c4)CC3)ccc1[SiH2:2]2,3.0522,3.483603428
10742,c1ccc2c(c1)ncc1ccc(C3CCC(c4cnc5cc(C6CCC(c7ccc(-c8cc9c%10c(c8)CCCN%10CCC9)cc7)CC6)cnc5c4)CC3)cc12,0.0093,3.045227774
10743,C1=C(C2CCC(c3ccc(C4CCC(c5c6scnc6cc6ncsc56)CC4)c4nccnc34)CC2)Cc2ccccc21,0.7055,3.614218148
10744,c1ccc2c(c1)c1ccc(C3CCC(c4nc5nccnc5nc4C4CCC(n5cnnc5)CC4)CC3)cc1c1nc[nH]c21,0.27,2.906993862
10745,c1csc(C2CCC(c3nc4nccnc4nc3C3CCC(c4ccc(-c5cc6c7c(c5)CCCN7CCC6)cc4)CC3)CC2)c1,0.0007,2.230790572
10746,c1ccc2c(c1)oc1cc(C3CCC(c4nc5nccnc5nc4C4CCC(c5ccnc6cnncc56)CC4)CC3)ccc12,0.3945,3.385914502
10747,O=S1(=O)c2ccccc2-c2ccc(C3CCC(c4nc5nccnc5nc4C4CCC(C5=Cc6ccccc6C5)CC4)CC3)cc21,0.3925,3.147270524
10748,c1cnc2c(c1)[SiH2:2]c1c(C3CCC(c4ccc(C5CCC(c6nc7ccccc7o6)CC5)c5ccsc45)CC3)ccnc1[SiH2]2,1.2198,4.591107408
10749,c1ccc2c(c1)ncn2C1CCC(c2ccc(C3CCC(n4c5ccccc5c5ccccc54)CC3)c3ccsc23)CC1,0.9436,4.499949218
10750,O=Cc1cc(C2CCC(n3cnc4nc5nc[nH]c5cc43)CC2)c(C=O)cc1C1CCC(n2cccn2)CC1,0.0435,3.191625106
10751,CN1c2ccccc2Oc2cc(C3CCC(c4cc(C=O)c(C5CCC(c6ccnnc6)CC5)cc4C=O)CC3)ccc21,0.001,2.22181081
10752,c1ccc2c(C3CCC(c4ccc(C5CCC(c6ccc7c8ccccc8c8[nH]cnc8c7c6)CC5)c5scnc45)CC3)coc2c1,1.0092,4.55110665
10753,CC1C=C(C2CCC(c3ccc(C4CCC(c5ccc6c7ccccc7n(C)c6c5)CC4)c4scnc34)CC2)c2ccccc21,1.0288,4.378858488
10754,c1ccc2c(c1)-c1ccccc1C2C1CCC(c2ccc(C3CCC(c4cnc5oc6ncccc6c5c4)CC3)c3scnc23)CC1,0.854,4.074090808
10755,c1cc2c(c(C3CCC(c4ccc(C5CCC(c6cnc7oc8ncccc8c7c6)CC5)c5ncsc45)CC3)c1)[SiH2:2]c1cccnc1[SiH2]2,1.1769,4.600359284
10756,CN1c2ccccc2Sc2cc(C3CCC(c4ccc(C5CCC(n6c7ccccc7c(=O)c7ccccc76)CC5)c5scnc45)CC3)ccc21,0.5573,3.456119914
10757,O=[SH](=O)c1cc(C2CCC(c3nc4cc5ocnc5cc4o3)CC2)cc(C2CCC(n3nnc4ccccc43)CC2)c1,1.5465,5.022135984
10758,Cc1cccc2c3cccc(C)c3n(C3CCC(c4cc(C5CCC(C)CC5)cc([SH](=O)=O)c4)CC3)c12,0.7349,4.213413176
10759,Cc1cccc2c1[nH]c1ccc(C3CCC(c4cc(C5CCC(c6ccc7c(c6)[CH2:2]c6cccnc6[SiH2:2]7)CC5)cc([SH](=O)=O)c4)CC3)cc12,0.8299,4.30484348
10760,CC1c2ccccc2-c2ccc(C3CCC(c4cc(C5CCC(c6ccc7c(c6)[CH2:2]c6ncccc6[SiH2:2]7)CC5)cc([SH](=O)=O)c4)CC3)cc21,1.2551,4.59464489
10761,O=c1[nH]ccn1C1CCC(c2cc(C3CCC(n4c5ccccc5c5cnccc54)CC3)cc(C(F)(F)F)c2)CC1,0.9721,4.448519672
10762,Cc1cccc2c1[nH]c1ccc(C3CCC(c4cc(C5CCC(n6c7c(C)cccc7c7cccc(C)c76)CC5)cc(C(F)(F)F)c4)CC3)cc12,0.9448,4.683898282
10763,O=C1NC(=O)c2c(C3CCC(c4cocn4)CC3)ccc(C3CCC(c4ccc5c(c4)S(=O)(=O)c4ccccc4-5)CC3)c21,0.7676,4.216950658
10764,Cc1cccc2c1[nH]c1ccc(C3CCC(c4ccc(C5CCC(c6ccc7c(c6)[SiH2]c6cnccc6[SiH2:2]7)CC5)c5c4C(=O)NC5=O)CC3)cc12,0.0024,3.143188814
10765,Fc1c(F)c(C2CCC(c3cncc4c3[SiH2:2]c3ccncc3-4)CC2)c(F)c(F)c1C1CCC(c2ccc3c(c2)-c2ncccc2[SiH2:2]3)CC1,1.1224,4.45042447
10766,CN(C)c1cccc2c(C3CCC(c4cc(C5CCC(c6ccc7c8ccccc8n(C)c7c6)CC5)c(C#N)c(C#N)c4C#N)CC3)cccc12,0.0228,2.89393239
10767,CN1c2ccccc2Oc2cc(C3CCC(c4c(C#N)cc(C#N)c(C5CCC(n6cnc7ccccc76)CC5)c4C#N)CC3)ccc21,0.0023,2.242491474
10768,N#Cc1cc(C#N)c(C2CCC(N3c4ccccc4Sc4ccccc43)CC2)c(C#N)c1C1CCC(N(c2ccccc2)c2ccccc2)CC1,0.0033,2.614471312
10769,C1=C(C2CCC(c3ccc(-c4ccc(C5CCC(c6ccnc7ncccc67)CC5)cn4)nc3)CC2)Cc2ccccc21,0.8373,3.911910864
10770,c1cnc2[nH]c3cc(C4CCC(c5ccc(-c6ccc(C7CCC(c8ccnnc8)CC7)cn6)nc5)CC4)ccc3c2c1,0.8492,4.440628366
10771,c1ccc(P(c2ccccc2)C2CCC(c3ccc(-c4ccc(C5CCC(n6c7ccccc7c7cnccc76)CC5)cn4)nc3)CC2)cc1,1.02,4.385661338
10772,O=C1C=CC(=O)c2c(C3CCC(n4c5ccccc5c5c6ccccc6[nH]c54)CC3)ccc(C3CCC(c4ccc(-c5cc6c7c(c5)CCCN7CCC6)cc4)CC3)c21,0.0009,1.453905102
10773,O=C1C=CC(=O)c2c(C3CCC(c4ccc5c6ccccc6c6nccnc6c5c4)CC3)ccc(C3CCC(c4ccc(-c5cc6c7c(c5)CCCN7CCC6)cc4)CC3)c21,0.0007,1.60275146
10774,CC1CCC(c2c3ccoc3c(C3CCC(C4=CC(C)c5ccccc54)CC3)c3ccoc23)CC1,1.6121,4.636550446
10775,c1ccc(-c2ccc(C3CCC(c4c5ccoc5c(C5CCC(c6ccnc7ncccc67)CC5)c5ccoc45)CC3)cn2)nc1,0.7594,3.886060034
10776,c1cnc2c(c1)-c1cc(C3CCC(c4c5ccoc5c(C5CCC(c6ccc(-n7c8ccccc8c8ccccc87)cc6)CC5)c5ccoc45)CC3)cnc1[SiH2:2]2,0.942,3.87082165
10777,CN1c2ccccc2Sc2cc(C3CCC(c4c5ccoc5c(C5CCC(c6ccc(-c7ccccn7)nc6)CC5)c5ccoc45)CC3)ccc21,0.8201,3.755989542
10778,Cn1c2ccccc2c2cc3cc(C4CCC(c5c6ccoc6c(C6CCC(c7cccc8c(=O)cc[nH]c78)CC6)c6ccoc56)CC4)ccc3cc21,1.022,3.823745928
10779,CN(C)c1ccc2cc(C3CCC(c4c5[nH]cnc5c(C5CCC(n6ccc7nc8ccoc8nc76)CC5)c5nc[nH]c45)CC3)ccc2c1,1.1252,3.918713714
10780,c1cnc2c(c1)-c1cc(C3CCC(c4c5ncoc5c(C5CCC(c6ccc7c(c6)oc6ncccc67)CC5)c5ncoc45)CC3)cnc1[SiH2:2]2,1.0237,4.696415526
10781,c1cnc2c(c1)[CH2:2]c1cc(C3CCC(c4coc5nc6occ(C7CCC(n8cnc9nc%10nc[nH]c%10nc98)CC7)c6nc45)CC3)ccc1[SiH2:2]2,0.885,4.413144852
10782,Cn1c2ccccc2c2cc3cc(C4CCC(c5coc6nc7occ(C8CCC(n9cnc%10cc%11nc[nH]c%11cc%109)CC8)c7nc56)CC4)ccc3cc21,0.4415,3.021553856
10783,CN(C)c1ccc2cc(C3CCC(c4nc5nc6nc(C7CCC(c8ccc9c(c8)[CH2:2]c8ncccc8[SiH2:2]9)CC7)[nH]c6nc5[nH]4)CC3)ccc2c1,0.7415,3.535577202
10784,c1cnn(C2CCC(c3nc4nc5nc(C6CCC(n7cnnc7)CC6)oc5cc4o3)CC2)c1,1.1299,4.889344352
10785,O=S1(=O)c2ccccc2-c2ccc(C3CCC(c4nc5nc6nc(C7CCC(c8cnc9c(c8)[SiH2:2]c8cccnc8-9)CC7)oc6cc5o4)CC3)cc21,1.1761,4.542399002
10786,c1cc(C2CCC(c3nc4nc5oc(C6CCC(c7c8ccoc8cc8ccoc78)CC6)nc5nc4o3)CC2)c2cnncc2n1,0.3292,3.421289322
10787,c1ccc(NC2CCC(c3nc4nc5oc(C6CCC(c7cccc8c7[SiH2:2]c7cccnc7[SiH2]8)CC6)nc5nc4o3)CC2)cc1,0.0156,3.165502162
10788,c1ccc2c(c1)c1ccncc1n2C1CCC(c2nc3nc4nc(C5CCC(c6ccc7cnccc7c6)CC5)oc4nc3o2)CC1,0.4934,3.526053212
10789,c1ccc(-c2ccc(C3CCC(c4nc5nc6nc(C7CCC(c8ccc9cnc%10ccccc%10c9c8)CC7)oc6nc5o4)CC3)cn2)nc1,1.0723,4.148105816
10790,Fc1cc(C2CCC(c3ccc4c(c3)Cc3cc(C5CCC(c6coc7ccccc67)CC5)ccc3-4)CC2)cc(F)c1F,1.465,4.865126206
10791,CN(C)c1cccc2c(C3CCC(c4ccc5c(c4)Cc4cc(C6CCC(c7cccc8c(=O)cc[nH]c78)CC6)ccc4-5)CC3)cccc12,1.1295,4.266203292
10792,c1cnc2c(c1)ccc1c(C3CCC(c4ccc5c(c4)Cc4cc(C6CCC(c7cc8nc9ccoc9nc8o7)CC6)ccc4-5)CC3)ccnc12,0.9318,3.99735466
10793,Cc1cccc2c3cccc(C)c3n(C3CCC(c4ccc5c(c4)Cc4cc(C6CCC(c7ccnc8ncccc78)CC6)ccc4-5)CC3)c12,0.55,3.66265444
10794,c1cnc2nccc(C3CCC(c4ccc5c(c4)[nH]c4cc(C6CCC(n7ccc8cc9ccoc9cc87)CC6)ccc45)CC3)c2c1,0.3529,3.299110136
10795,c1ccc2c(c1)nnn2C1CCC(c2ccc3c(c2)oc2cc(C4CCC(c5cnc6sc7ncccc7c6c5)CC4)ccc23)CC1,2.3951,3.669185176
10796,c1cnc2c(c1)[CH2:2]c1cc(C3CCC(c4ccc5c(c4)oc4cc(C6CCC(c7ccc8c(c7)sc7ncccc78)CC6)ccc45)CC3)ccc1[SiH2:2]2,0.9969,4.516548172
